Gemeente;Straat;Datum;Tijd_cleaned;Tijd;Nr.;Hecto;Kruispunt met;Info;Best.1;Leeft.1;Gesl.1;Best.2;Leeft.2;Gesl.2;Best.3;Leeft.3;Gesl.3;Best.4;Leeft.4;Gesl.4;Ongevalsfactoren;Type aanrijding;Gevolg;PV nr.;;;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;23/10/2005;1332;13u32;;;;;auto;41_50;ml;auto;21_30;vr;;;;;;;tegen hindernis op rijbaan;tegen hindernis op de rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;17/05/2005;0630;06u30;15;11 000;;;lichte vracht;21_30;ml;lichte vracht;onb;onb;;;;;;;onjuiste plaats op de rijbaan;langs opzij;schade;TG.91.L7.200146/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;24/05/2005;1815;18u15;;7 700;;infobord Bree;auto;21_30;vr;auto;21_30;vr;;;;;;;onverantwoord rijgedrag;bij kruisen (spiegels);schade;TG.91.L7.200151/2005;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;30/03/2005;1725;17u25;;;Roermonderstraat;;auto;onb;ml;traag vervoer;onb;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;'t Hasseltkiezel;22/03/2005;0720;07u20;;;;;lichte vracht;21_30;vr;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;;;;
BREE;Teelestraat;29/01/2005;1255;12u55;10;;;;auto;21_30;ml;auto;31_40;ml;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;TG.91.L7.200023/2005;;;;;;;;;;;;;;;
BREE;Ter Rivierenwal;23/03/2005;1530;15u30;;;;nr.1;auto;31_40;vr;auto;31_40;vr;;;;;;;onoplettend;langs achteren;gewond;TG.81.L7.200086/2005;;;;;;;;;;;;;;;
BREE;Ter Rivierenwal;29/11/2005;1344;13u44;;;;nr.10;auto;41_50;ml;(brom)fiets;10_20;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200349/2005;;;;;;;;;;;;;;;
BREE;Ter Rivierenwal;16/10/2005;1400;14u00;;;Kloosterstraat;nr.17;auto;41_50;ml;(brom)fiets;10_20;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200301/2005;;;;;;;;;;;;;;;
BREE;Toleikstraat;17/10/2005;1654;16u54;28;;;aan JBC;(brom)fiets;51_60;vr;;;;;;;;;;onjuiste plaats op de rijbaan;tegen hindernis op de rijbaan;gewond;TG.81.L7.200305/2005;;;;;;;;;;;;;;;
BREE;Toleikstraat;24/03/2005;1100;11u00;28;;;parking E5-mode;auto;51_60;ml;auto;51_60;vr;auto;60+;ml;;;;geen voorrang;totale chaos;gewond;TG.81.L7.200088/2005;;;;;;;;;;;;;;;
BREE;Toleikstraat;15/12/2005;2100;21u00;;;Malta;;auto;10_20;ml;auto;60+;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200362/2005;;;;;;;;;;;;;;;
BREE;Toleikstraat;10/03/2005;1610;16u10;28;;;parking E5-mode;auto;41_50;vr;auto;60+;ml;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;TG.91.L7.200071/2005;;;;;;;;;;;;;;;
BREE;Toleikstraat;8/06/2005;1803;18u03;13;;;;auto;31_40;vr;auto;21_30;vr;auto;31_40;vr;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;5/12/2005;0700;07u00;;;;;lichte vracht;41_50;ml;(brom)fiets;onb;onb;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;1/08/2005;;;28;;;parking E5-mode;auto;60+;vr;auto;60+;ml;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;1/04/2005;;;28;;;parking E5-mode;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;27/12/2005;1230;12u30;28;;;parking Stefs videos;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;28/06/2005;1853;18u53;;;;;auto;21_30;ml;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;26/03/2005;1130;11u30;28;;;parking E5-mode;auto;31_40;vr;auto;41_50;vr;;;;;;;tijdens manouvreren/parkeren;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Toleikstraat;5/01/2005;1332;13u32;28;;;parking ELDI;auto;41_50;vr;auto;41_50;vr;;;;;;;tijdens manouvreren/parkeren;langs opzij;schade;geen PV;;;;;;;;;;;;;;;
BREE;Tongerlostraat;7/05/2005;1215;12u15;;;Itterplein;;auto;41_50;ml;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Velkuilenstraat;28/05/2005;1800;18u00;;;;parking carwash;auto;31_40;ml;auto;onb;ml;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BREE;Voortbemdenstraat;20/11/2005;;s nachts;;;;richting Truyenhofstraat;auto;31_40;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;;;;
BREE;Vrijheidslaan;13/10/2005;1850;18u50;;;Schutterijstraat;;moto;21_30;ml;auto;31_40;ml;;;;;;;geen voorrang;geen - gevallen;schade;geen PV;;;;;;;;;;;;;;;
BREE;Wiekersbeekstraat;24/05/2005;;;;;;;auto;41_50;vr;auto;41_50;vr;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Wijshagerstraat;6/04/2005;0535;05u35;12;;;bedrijf Swinkels;moto;31_40;ml;;;;;;;;;;zicht gehinderd;tegen hindernis op de rijbaan;gewond;TG.81.L7.200098/2005;;;;;;;;;;;;;;;
BREE;Witte Torenstraat;1/02/2005;1050;10u50;5;;;;vrachtwagen;51_60;ml;;;;;;;;;;onjuiste plaats op de rijbaan;tegen geparkeerd voertuig;schade;TG.91.L7.200027/2005;;;;;;;;;;;;;;;
BREE;Witte Torenstraat;18/03/2005;1510;15u10;;;;;auto;onb;onb;auto;onb;onb;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;;;;
BREE;Witte Torenwal;17/11/2005;1115;11u15;;;Malta;;lichte vracht;21_30;ml;voetganger;60+;vr;;;;;;;zicht gehinderd;frontaal;gewond;TG.81.L7.200332/2005;;;;;;;;;;;;;;;
BREE;Witte Torenwal;7/04/2005;1000;10u00;;;;parking;auto;41_50;vr;auto;60+;vr;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Witte Torenwal;25/02/2005;0715;07u15;;;;;auto;31_40;ml;auto;51_60;ml;;;;;;;onbekend;onbekend;schade;geen PV;;;;;;;;;;;;;;;
BREE;Witte Torenwal;5/08/2005;0900;09u00;15;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;;;;
BREE;Witte Torenwal;30/11/2005;2250;22u50;37;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200350/2005;;;;;;;;;;;;;;;
BREE;Witte Torenwal;10/09/2005;1055;10u55;;;;;lichte vracht;31_40;ml;auto;51_60;ml;;;;;;;geen voorrang ;langs opzij;schade;TG.91.L7.200251/2005;;;;;;;;;;;;;;;
BREE;Witte Torenwal;13/07/2005;1930;19u30;11;;;;auto;onb;onb;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;TG.91.L7.200201/2005;;;;;;;;;;;;;;;
BOCHOLT;Achelsedijk;21/01/2005;1745;17u45;;;;;auto;31_40;ml;auto;21_30;vr;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;;;;
BOCHOLT;Achelsedijk;6/12/2005;;;3;;;thv sluis 18;auto;21_30;ml;auto;51_60;vr;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;;;;
BOCHOLT;Bosheidestraat;24/06/2005;0830;08u30;;;Achelsedijk;;auto;21_30;vr;;;;;;;;;;extreem uitwijken;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200180/2005;;;;;;;;;;;;;;;
BOCHOLT;Bosschelweg;9/01/2005;1730;17u30;;;;;auto;41_50;ml;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;;;;
BOCHOLT;Bosschelweg;18/09/2005;;s nachts;;;;;mobilhome;41_50;ml;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Bosschelweg;12/08/2005;1730;17u30;;;;;auto;onb;vr;auto;onb;onb;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Bosschelweg;14/09/2005;1645;16u45;;;Langveld;;auto;10_20;ml;auto;10_20;ml;;;;;;;foutief inhalen;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Bosstraat;3/08/2005;1200;12u00;;;;op camping;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200225/2005;;;;;;;;;;;;
BOCHOLT;Breeërweg;2/11/2005;1830;18u30;15;1 100;;;auto;onb;vr;auto;onb;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Breeërweg;24/06/2005;;;;;;;(brom)fiets;10_20;ml;;;;;;;;;;andere;tegen hindernis buiten rijbaan;schade;TG.91.L7.200181/2005;;;;;;;;;;;;
BOCHOLT;Breeërweg;7/05/2005;1840;18u40;;;;;auto;21_30;ml;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Bremstraat;26/08/2005;1708;17u08;11;;Kaulillerweg;;lichte vracht;21_30;ml;auto;60+;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Brogelerweg;7/03/2005;0220;02u20;123;;;;auto;41_50;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200068/2005;;;;;;;;;;;;
BOCHOLT;Brogelerweg;26/11/2005;0200;02u00;;;Goolderheideweg;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200346/2005;;;;;;;;;;;;
BOCHOLT;Brogelerweg;23/02/2005;0920;09u20;;;;;auto;31_40;vr;;;;;;;;;;extreem uitwijken;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Brogelerweg;18/07/2005;1955;19u55;;;Galgenbergstraat;;auto;31_40;ml;auto;41_50;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Brogelerweg;28/03/2005;0058;00u58;;;Gelehoekstraat;;auto;10_20;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Brugstraat;19/02/2005;0600;06u00;41;;;;auto;21_30;ml;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Commandant Leroystraat;23/04/2005;;;20;;;;(brom)fiets;10_20;ml;auto;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Damburgstraat;7/08/2005;0215;02u15;;;;;auto;onb;ml;auto;onb;ml;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Damburgstraat;7/07/2005;1700;17u00;;;Breeërweg;;vrachtwagen;51_60;ml;auto;21_30;vr;;;;;;;onjuiste plaats op de rijbaan;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Donkelstraatje;6/11/2005;1328;13u28;24;;Fonteinstraat;;auto;60+;vr;auto;51_60;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;6/07/2005;0624;06u24;53;1 400;;bushalte brouwerij;autobus;31_40;vr;lichte vracht;onb;onb;;;;;;;te weinig afstand;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;15/01/2005;0010;00u10;;;;;auto;21_30;ml;;;;;;;;;;onjuiste plaats op de rijbaan;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;21/05/2005;1540;15u40;;15 000;Kerkplein;aan rotonde;auto;21_30;ml;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;5/03/2005;0830;08u30;29;;;;auto;21_30;ml;auto;60+;vr;;;;;;;onverantwoord rijgedrag;bij kruisen (spiegels);schade;TG.91.L7.200064/2005;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;24/10/2005;;;;16 000;Pastoorsdreef;;auto;60+;vr;vrachtwagen;41_50;ml;;;;;;;dode hoek;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Dorpsstraat;22/02/2005;;;14;;;;auto;60+;vr;vrachtwagen;21_30;ml;;;;;;;dode hoek;lagns achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;19/09/2005;2210;22u10;;;;;auto;51_60;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis op de rijbaan;gewond;TG.81.L7.200263/2005;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;20/07/2005;1205;12u05;117;;;;auto;10_20;ml;auto;41_50;vr;;;;;;;onoplettend;langs achteren;gewond;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;26/09/2005;1600;16u00;90;14 600;Raakstraat;;auto;31_40;ml;lichte vracht;21_30;vr;;;;;;;geen voorrang;frontaal;gewond;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;24/11/2005;1408;14u08;90;;;;auto;60+;ml;auto;60+;vr;;;;;;;extreem uitwijken;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;18/01/2005;1440;14u40;;;;;auto;onb;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;15/09/2005;2135;21u35;;;;;auto;10_20;ml;auto;onb;onb;;;;;;;onoplettend ;langs opzij;schade;TG.91.L7.200257/2005;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;16/07/2005;;;11;;;;auto;41_50;ml;auto;21_30;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;15/07/2005;;;38;;;;auto;31_40;vr;auto;41_50;vr;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;7/10/2005;1000;10u00;;;Belgebergstraat;;auto;onb;ml;auto;onb;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Fabriekstraat;1/08/2005;0555;05u55;2;;;centrum Kaulille;auto;41_50;vr;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200217/2005;;;;;;;;;;;;
BOCHOLT;Galgenbergstraat;21/09/2005;;s nachts;37;;;;onbekend;onb;onb;;;;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200265/2005;;;;;;;;;;;;
BOCHOLT;Galgenbergstraat;30/08/2005;1700;17u00;;;Brogelerweg;;auto;10_20;vr;auto;31_40;ml;;;;;;;geen voorrang;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Galgenbergstraat;12/10/2005;1400;14u00;;;;;auto;10_20;ml;vrachtwagen;41_50;ml;;;;;;;tijdens manouvreren/parkeren;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Groenstraat;25/10/2005;2200;22u00;;;;;(brom)fiets;10_20;vr;;;;;;;;;;controleverlies;geen - gevallen;gewond;TG.81.L7.200312/2005;;;;;;;;;;;;
BOCHOLT;Grote Baan;5/12/2005;0910;09u10;10;19 200;;;auto;10_20;vr;;;;;;;;;;tijdens manouvreren/parkeren;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200353/2005;;;;;;;;;;;;
BOCHOLT;Grote Baan;24/09/2005;0555;05u55;10;18 900;;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200272/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;17/01/2005;1830;18u30;125;52300;;aan flitspaal;auto;31_40;ml;voetganger;60+;vr;;;;;;;te weinig afstand;bij kruisen (spiegels);gewond;TG.81.L7.200010/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;31/05/2005;1535;15u35;;;;;auto;31_40;ml;autobus;51_60;ml;;;;;;;onverantwoord rijgedrag;langs achteren;gewond;TG.81.L7.200157/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;10/07/2005;1655;16u55;104;52 200;Leemskuilenstraat;;auto;60+;ml;auto;31_40;ml;;;;;;;controleverlies;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200196/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;10/09/2005;1450;14u50;;48 600;Sportlaan;;auto;21_30;ml;auto;41_50;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200252/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;28/10/2005;;;;48 600;Sportlaan;;auto;60+;vr;auto;41_50;ml;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200315/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;14/09/2005;1900;19u00;;48 600;Sportlaan;;auto;41_50;ml;auto;31_40;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200255/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;29/08/2005;1850;18u50;;49 800;Weerterweg;;auto;10_20;vr;auto;21_30;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200239/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;26/02/2005;0230;02u30;;49 900;Weerterweg;;auto;41_50;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200057/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;20/02/2005;1045;10u45;29;50 000;Hoekstraat;;auto;21_30;vr;lichte vracht;41_50;ml;;;;;;;andere;frontaal;schade;TG.91.L7.200051/2005;;;;;;;;;;;;
BOCHOLT;Hamonterweg;16/02/2005;1430;14u30;;;;;auto;60+;ml;auto;21_30;ml;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;
BOCHOLT;Hamonterweg;3/08/2005;;;;49 100;;vlak na brug;auto;51_60;ml;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Hamonterweg;29/12/2005;1658;16u58;;48 600;Sportlaan;;auto;60+;ml;auto;21_30;ml;;;;;;;geen voorrang;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Hamonterweg;12/02/2005;1925;19u25;34;51 000;;;auto;21_30;ml;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Heuvelstraat;25/03/2005;2030;20u30;;;Hoogstraat;;(brom)fiets;onb;onb;(brom)fiets;onb;onb;;;;;;;geen voorrang;langs opzij;gewond;geen PV;;;;;;;;;;;;
BOCHOLT;Hoekstraat;9/03/2005;;;15;;;;auto;31_40;vr;auto;onb;vr;;;;;;;te weinig afstand;bij kruisen (spiegels);schade;geen PV;;;;;;;;;;;;
BOCHOLT;Hoogstraat;16/10/2005;0000;00u00;47;;;;auto;10_20;ml;;;;;;;;;;extreem uitwijken;tegen hindernis buiten rijbaan;schade;TG.91.L7.200300/2005;;;;;;;;;;;;
BOCHOLT;Hoogstraat;23/01/2005;;;52;;;;onbekend;onb;onb;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Jasperslaan;3/08/2005;1400;14u00;;;;;auto;21_30;ml;auto;onb;ml;;;;;;;tijdens manouvreren/parkeren;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kallerstraat;11/05/2005;;;9;;;;auto;31_40;vr;;;;;;;;;;extreem uitwijken;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kapelstraat;14/12/2005;1030;10u30;;;;parking Delhaize;auto;60+;vr;;;;;;;;;;onverantwoord rijgedrag;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kapelstraat;14/06/2005;1910;19u10;;;;;auto;60+;ml;auto;51_60;ml;;;;;;;onjuiste plaats op de rijbaan;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kapelstraat;13/04/2005;1855;18u55;;;;;auto;21_30;vr;onbekend;onb;onb;;;;;;;onbekend;tegen geparkeerd voertuig;schade;TG.91.L7.200108/2005;;;;;;;;;;;;
BOCHOLT;Kapelstraat;1/10/2005;1000;10u00;;;;parking Delhaize;auto;60+;ml;;;;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;kaulillerdorp;10/06/2005;;;51;;;;(brom)fiets;onb;onb;auto;onb;onb;;;;;;;onbekend;onbekend;gewond;geen PV;;;;;;;;;;;;
BOCHOLT;kaulillerdorp;27/02/2005;0315;03u15;;;;;auto;onb;onb;;;;;;;;;;onbekend;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerdorp;16/05/2005;1800;18u00;75;;;;auto;31_40;vr;;;;;;;;;;controleverlies;tegen hindernis buiten rijbaan;schade;geen PV;;;;;;;;;;;;
BOCHOLT;kaulillerdorp;20/02/2005;1805;18u05;17;;;;auto;onb;ml;auto;onb;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;kaulillerdorp;16/11/2005;0940;09u40;;;Fabriekstraat;;auto;41_50;ml;auto;60+;ml;;;;;;;geen voorrang;langs opzij;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;11/11/2005;0910;09u10;;;Kallerstraat;;auto;41_50;ml;(brom)fiets;60+;vr;;;;;;;geen voorrang;onbekend;dood;TG.87.L7.200329/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;23/03/2005;1045;10u45;8;;;;(brom)fiets;onb;onb;;;;;;;;;;onbekend;onbekend;gewond;TG.81.L7.200085/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;15/04/2005;1300;13u00;99;;;;(brom)fiets;60+;ml;auto;31_40;vr;;;;;;;onjuiste plaats op de rijbaan;langs opzij;gewond;TG.81.L7.200110/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;28/11/2005;0908;09u08;147;;;;autobus;41_50;ml;;;;;;;;;;controleverlies;tegen hindernis op de rijbaan;gewond;TG.81.L7.200348/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;27/07/2005;1650;16u50;;;Goosweg;;auto;21_30;ml;(brom)fiets;60+;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200211/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;4/02/2005;0650;06u50;93;;;;voetganger;10_20;vr;auto;41_50;vr;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200031/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;4/03/2005;1552;15u52;3;;;;auto;21_30;vr;auto;31_40;vr;;;;;;;geen voorrang;frontaal;gewond;TG.81.L7.200063/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;21/10/2005;;;;;Dorpsstraat;;auto;60+;ml;(brom)fiets;31_40;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200307/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;9/07/2005;1915;19u15;;;Vinkstraat;;auto ;21_30;ml;lichte vracht;60+;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200198/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;18/08/2005;2250;22u50;;;;;(brom)fiets;10_20;ml;moto;21_30;ml;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200228/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;5/05/2005;0355;03u55;;;Bloemenweg;;auto;31_40;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200132/2005;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;20/10/2005;1000;10u00;65;;;;auto;21_30;ml;auto;41_50;vr;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;26/01/2005;1235;12u35;;;;café De Hees;auto;21_30;vr;auto;onb;ml;;;;;;;onoplettend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;7/11/2005;0830;08u30;;;Vinkstraat;;auto;onb;vr;auto;onb;ml;;;;;;;onbekend;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;16/09/2005;1100;11u00;;;;;auto;21_30;vr;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;2/07/2005;1534;15u34;107;;;;auto;onb;ml;auto;onb;onb;;;;;;;geen voorrang;frontaal;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kaulillerweg;23/04/2005;1250;12u50;156;;Bloemenstraat;;auto;51_60;ml;traag vervoer;31_40;ml;;;;;;;foutief inhalen;langs achteren;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kerkhofstraat;25/12/2005;1215;12u15;38;;;;auto;51_60;ml;onbekend;onb;onb;;;;;;;geen voorrang;langs achteren;schade;TG.91.L7.200374/2005;;;;;;;;;;;;
BOCHOLT;Kerkhofstraat;1/05/2005;1315;13u15;62;;;;auto;60+;ml;;;;;;;;;;onverantwoord rijgedrag;tegen hindernis buiten rijbaan;schade;TG.91.L7.200127/2005;;;;;;;;;;;;
BOCHOLT;Kerkplein;22/10/2005;2345;23u45;;;;;auto;60+;ml;auto;onb;onb;;;;;;;tijdens manouvreren/parkeren;tegen geparkeerd voertuig;schade;geen PV;;;;;;;;;;;;
BOCHOLT;Kettingbrugweg;21/09/2005;1240;12u40;;;;;lichte vracht;21_30;ml;(brom)fiets;41_50;ml;;;;;;;extreem uitwijken;frontaal;gewond;geen PV;;;;;;;;;;;;
BOCHOLT;Kettingbrugweg;7/10/2005;1502;15u02;40;;;glasrecycling Maltha;vrachtwagen;onb;ml;auto;onb;vr;;;;;;;geen voorrang;langs opzij;gewond;TG.81.L7.200290/2005;;;;;;;;;;;;
BOCHOLT;Kettingbrugweg;13/06/2005;0000;00u00;;;;;auto;31_40;ml;;;;;;;;;;onjuiste plaats op de rijbaan;tegen hindernis buiten rijbaan;gewond;TG.81.L7.200170/2005;;;;;;;;;;;;
BOCHOLT;Kettingbrugweg;29/08/2005;2250;22u50;;;;;auto;onb;onb;;;;;;;;;;ongeval met dier;frontaal;schade;geen PV;;;;;;;;;;;;
